Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Fire_Under_Control_Time,Ignition_Source,Last_TFS_Unit_Clear_Time,Latitude,Longitude,Possible_Cause,Property_Use,TFS_Alarm_Time,TFS_Arrival_Time
0,0,200000,2,Undetermined,Fire alarm system operated,Fire alarm system present,2018-09-24T15:51:32,Undetermined,2018-09-24T17:28:34,43.76957124,-79.34653134,"Unintentional, cause undetermined",Multi-Unit Dwelling - Over 12 Units,2018-09-24T15:26:14,2018-09-24T15:31:52
0,0,40000,50,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-09-24T22:53:39,"Stove, Range-top burner",2018-09-24T23:56:14,43.75623337,-79.5883482,Unattended,Multi-Unit Dwelling - Over 12 Units,2018-09-24T22:38:21,2018-09-24T22:43:35
0,0,5000,0,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-09-25T06:06:25,Other Open Flame Tools/Smokers' Articles,2018-09-25T07:47:36,43.70438845,-79.29642317,Suspected Arson,Semi-Detached Dwelling with Business,2018-09-25T05:24:30,2018-09-25T05:30:48
0,0,5000,0,Undetermined,Fire alarm system operation undetermined,Undetermined,2018-09-25T11:07:00,Range Hood,2018-09-25T12:16:15,43.64888574,-79.42060399,"Routine maintenance deficiency, eg creosote, lint, grease buildup","Restaurants (occupant load greater than 30 persons, licensed)",2018-09-25T10:36:48,2018-09-25T10:40:51
0,0,25,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operation undetermined,Undetermined,2018-08-17T04:45:33,Undetermined,2018-08-17T04:52:42,43.73409562,-79.210075,Suspected Arson,Detached Dwelling,2018-08-17T04:37:29,2018-08-17T04:45:32
0,0,50000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-08-17T05:22:24,Matches or Lighters (unable to distinguish),2018-08-17T09:54:19,43.74832956,-79.44062237,Suspected Arson,Detached Dwelling,2018-08-17T04:53:32,2018-08-17T04:59:43
0,0,200000,6,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-08-17T13:29:50,"Stove, Range-top burner",2018-08-17T14:54:21,43.68085341,-79.45161402,Electrical Failure,Detached Dwelling,2018-08-17T13:21:01,2018-08-17T13:25:08
0,0,400000,3,"Not applicable: No fire alarm system, no persons present",Fire alarm system operated,Fire alarm system present,2018-08-17T17:20:30,Lightning,2018-08-17T18:53:37,43.7089513,-79.43494646,Natural Cause,Detached Dwelling,2018-08-17T16:39:02,2018-08-17T16:46:49
0,0,2000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-08-18T21:15:00,Matches or Lighters (unable to distinguish),2018-08-18T21:50:02,43.75285852,-79.25852327,"Other unintentional cause, not classified",School - Secondary/Senior High (Gr. 9+),2018-08-18T21:07:10,2018-08-18T21:11:13
0,0,200000,2,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2018-08-17T18:23:15,Lightning,2018-08-18T14:09:45,43.78904568,-79.33048325,Natural Cause,Detached Dwelling,2018-08-17T17:23:45,2018-08-17T17:28:15
0,0,30000,4,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-08-18T19:20:28,"Stove, Range-top burner",2018-08-18T20:20:12,43.70496712,-79.2611305,"Other unintentional cause, not classified",Semi-Detached Dwelling,2018-08-18T19:09:24,2018-08-18T19:14:08
0,0,40000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-08-19T16:22:02,Other,2018-08-19T17:34:01,43.76991813,-79.42933006,Natural Cause,Detached Dwelling,2018-08-19T16:12:27,2018-08-19T16:16:58
0,0,350000,2,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-08-19T00:42:50,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2018-08-19T03:06:53,43.79127262,-79.33302044,Improperly Discarded,Multi-Unit Dwelling - Over 12 Units,2018-08-19T00:04:10,2018-08-19T00:11:03
1,0,50000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-08-23T17:48:11,"Other Cooking Items (eg Toaster, Kettle, elec frying pan)",2018-08-23T18:49:23,43.71219464,-79.51390376,Used or Placed too close to combustibles,Detached Dwelling,2018-08-23T17:40:59,2018-08-23T17:45:23
0,0,0,0,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-08-23T21:05:01,"Distribution Equipment (includes panel boards, fuses, circuit br",2018-08-23T22:57:00,43.72998549,-79.26703403,Electrical Failure,Multi-Unit Dwelling - Over 12 Units,2018-08-23T20:52:41,2018-08-23T20:57:56
1,0,1500,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2018-08-24T00:48:01,Undetermined,2018-08-24T01:10:18,43.68668114,-79.33567731,"Unintentional, cause undetermined",Multi-Unit Dwelling - 2 to 6 Units,2018-08-24T00:41:58,2018-08-24T00:46:23
0,0,0,0,No one (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-08-24T07:12:00,Other,2018-08-24T07:20:08,43.69471045,-79.50637968,"Unintentional, cause undetermined","Mfg: Pulp, Paper Processing",2018-08-24T07:05:30,2018-08-24T07:11:35
0,0,50,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operation undetermined,Fire alarm system present,2018-08-24T10:20:00,"Distribution Equipment (includes panel boards, fuses, circuit br",2018-08-24T10:27:04,43.72269746,-79.46324189,Electrical Failure,Mfg: Meat/Poultry/Fish Products,2018-08-24T09:49:44,2018-08-24T09:55:32
0,0,300,0,No one (at risk) evacuated as a result of hearing fire alarm system,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-09-25T15:08:47,"Stove, Range-top burner",2018-09-25T15:17:30,43.71657505,-79.33037857,"Other unintentional cause, not classified","Attached Dwelling (eg. rowhouse, townhouse, etc.)",2018-09-25T15:01:50,2018-09-25T15:08:46
0,0,500,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operated,Fire alarm system present,2018-09-25T17:53:52,"Stove, Range-top burner",2018-09-25T18:12:53,43.6540628,-79.37997399,"Routine maintenance deficiency, eg creosote, lint, grease buildup","Restaurants (occupant load greater than 30 persons, licensed)",2018-09-25T17:33:21,2018-09-25T17:38:11
1,0,2500,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-09-25T23:26:15,"Cord, Cable for Appliance, Electrical Articles",2018-09-26T00:15:56,43.69746961,-79.48378416,Electrical Failure,Detached Dwelling,2018-09-25T23:15:48,2018-09-25T23:21:02
0,0,500,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-09-26T02:05:28,Undetermined,2018-09-26T02:20:33,43.66586568,-79.38592132,Undetermined,Multi-Unit Dwelling - Over 12 Units,2018-09-26T01:48:50,2018-09-26T01:52:57
1,0,2000,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operated,Fire alarm system present,2018-09-26T08:50:00,"Stove, Range-top burner",2018-09-26T09:30:08,43.6718022,-79.38463412,Unattended,Multi-Unit Dwelling - Over 12 Units,2018-09-26T08:41:45,2018-09-26T08:44:36
0,0,0,0,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-10-17T21:50:45,Matches (open flame),2018-10-17T22:01:18,43.65616273,-79.37012259,Suspected Arson,Multi-Unit Dwelling - Over 12 Units,2018-10-17T21:34:38,2018-10-17T21:37:41
0,0,5000,30,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-10-18T06:20:00,Other Electrical Distribution Item,2018-10-18T06:41:42,43.64927212,-79.40116763,Design/Construction/Installation/Maintenance Deficiency,Multi-Unit Dwelling - 7 to 12 Units,2018-10-18T05:56:08,2018-10-18T06:01:18
0,0,150000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-10-18T16:12:29,Circuit Wiring - Copper,2018-10-18T23:14:15,43.7924603,-79.41448432,Electrical Failure,Detached Dwelling,2018-10-18T15:44:07,2018-10-18T15:55:45
0,0,100,0,Undetermined,Fire alarm system operation undetermined,Undetermined,2018-10-19T12:42:41,Microwave,2018-10-19T13:07:33,43.76102987,-79.40128325,Electrical Failure,Detached Dwelling,2018-10-19T12:36:37,2018-10-19T12:42:41
0,0,1000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-10-18T14:37:47,"Stove, Range-top burner",2018-10-18T15:21:10,43.73395709,-79.53364527,Unattended,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2018-10-18T14:25:12,2018-10-18T14:32:05
0,0,1000,0,Undetermined,Fire alarm system operation undetermined,Undetermined,2018-10-18T15:49:00,Other Electrical,2018-10-18T16:50:58,43.76919944,-79.37664867,"Other unintentional cause, not classified",Dental/Medical Office,2018-10-18T15:27:32,2018-10-18T15:32:16
0,0,50000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-08-31T14:39:15,"Blow Torch, Bunsen Burner",2018-08-31T15:55:33,43.72709455,-79.50182337,Improper handling of ignition source or ignited material,School - Elementary,2018-08-31T13:59:17,2018-08-31T14:04:01
0,0,2000,0,Undetermined,Not applicable (no system),Undetermined,2018-08-31T16:00:00,Painting Equipment,2018-08-31T16:16:18,43.59817377,-79.50546894,Improperly Discarded,Detached Dwelling,2018-08-31T15:37:21,2018-08-31T15:40:03
0,0,5000,0,Undetermined,Fire alarm system operation undetermined,Undetermined,2018-09-01T12:10:26,"Open Fire (eg. camp fire, rubbish fire, etc.)",2018-09-01T12:55:02,43.67522431,-79.47983419,Unattended,Motor Vehicle Repair Garage,2018-09-01T11:59:58,2018-09-01T12:04:17
0,0,8000,7,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operation undetermined,Undetermined,2018-09-01T13:16:54,Clothes Dryer,2018-09-01T13:56:27,43.66135686,-79.33882023,"Unintentional, cause undetermined","Laundry, Dry Cleaner (includes self-service)",2018-09-01T13:05:34,2018-09-01T13:09:39
0,0,60000,13,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-08-25T23:56:04,"Cord, Cable for Appliance, Electrical Articles",2018-08-26T01:34:02,43.77864796,-79.42063748,Electrical Failure,Detached Dwelling,2018-08-25T23:41:06,2018-08-25T23:45:39
0,0,10000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-08-26T13:11:02,Other Mechanical,2018-08-26T14:06:37,43.7546907,-79.46895394,Design/Construction/Installation/Maintenance Deficiency,"Mfg: Secondary Processing (eg finished goods, furniture, etc)",2018-08-26T12:55:43,2018-08-26T12:59:48
0,0,10,0,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-08-26T16:44:42,"Stove, Range-top burner",2018-08-26T16:56:52,43.69465684,-79.39726194,Used or Placed too close to combustibles,Multi-Unit Dwelling - Over 12 Units,2018-08-26T16:37:01,2018-08-26T16:41:13
0,0,30000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-08-27T00:35:16,Vehicle - Electrical,2018-08-27T00:50:01,43.7369758,-79.57247457,Electrical Failure,Semi-Detached Dwelling,2018-08-27T00:21:56,2018-08-27T00:27:04
0,0,500,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2018-09-02T02:35:00,Other Electrical,2018-09-02T02:58:47,43.77737672,-79.49612738,Electrical Failure,"Bar, Tavern, Night Club",2018-09-02T02:28:43,2018-09-02T02:31:51
0,0,2000,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-09-02T05:04:55,"Chemical Reaction (eg. spontaneous combustion, etc.)",2018-09-02T05:23:41,43.76865324,-79.21471928,Improperly Discarded,Detached Dwelling,2018-09-02T04:56:22,2018-09-02T05:04:54
0,0,55000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-09-02T11:55:03,Matches (open flame),2018-09-02T20:22:56,43.7733171,-79.52427223,Children Playing (Ages 11 and under),Multi-Unit Dwelling - Over 12 Units,2018-09-02T11:39:08,2018-09-02T11:44:29
0,0,10000,2,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Undetermined,2018-09-02T18:45:15,"Stove, Range-top burner",2018-09-02T20:07:37,43.71492514,-79.37648186,Unattended,Detached Dwelling,2018-09-02T18:23:42,2018-09-02T18:28:33
0,0,1000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2018-09-29T08:40:00,Wood burning stove,2018-09-29T08:56:38,43.70964249,-79.36971556,"Routine maintenance deficiency, eg creosote, lint, grease buildup",Detached Dwelling,2018-09-29T07:41:15,2018-09-29T07:46:49
0,0,25000,7,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2018-09-29T14:59:00,Undetermined,2018-09-29T15:48:38,43.71399595,-79.26397273,"Unintentional, cause undetermined",Detached Dwelling,2018-09-29T14:52:28,2018-09-29T14:56:36
0,0,1000,0,Undetermined,Fire alarm system operated,Fire alarm system present,2018-09-30T00:24:26,Undetermined,2018-09-30T00:58:38,43.69834277,-79.51131553,Suspected Arson,Multi-Unit Dwelling - Over 12 Units,2018-09-30T00:14:16,2018-09-30T00:19:09
0,0,4,4,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2018-09-30T07:41:52,Range Hood,2018-09-30T11:56:21,43.76444861,-79.43454945,Electrical Failure,Detached Dwelling,2018-09-30T06:37:46,2018-09-30T06:44:02
0,0,200000,3,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2018-09-30T10:11:33,Candle,2018-09-30T11:47:55,43.70612004,-79.32393975,"Other unintentional cause, not classified",Detached Dwelling,2018-09-30T09:56:22,2018-09-30T10:02:34
0,0,1000,0,No one (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-09-30T07:43:50,Undetermined,2018-09-30T09:51:46,43.64123811,-79.42285379,Suspected Vandalism,Multi-Unit Dwelling - Over 12 Units,2018-09-30T07:34:05,2018-09-30T07:38:56
0,0,200,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2018-08-05T00:42:00,Undetermined,2018-08-05T01:12:42,43.73464593,-79.42156869,Suspected Arson,Detached Dwelling,2018-08-05T00:30:51,2018-08-05T00:36:43
0,0,50000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2018-08-04T05:53:01,Vehicle - Mechanical,2018-08-04T08:09:13,43.66287933,-79.46926095,Vehicle Accident/Collision,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2018-08-04T05:34:49,2018-08-04T05:39:21
0,0,2000,0,No one (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-08-04T09:41:39,"Chemical Reaction (eg. spontaneous combustion, etc.)",2018-08-04T10:41:37,43.63871533,-79.44621942,Improperly Discarded,Sports/Country/Social/Yacht Club,2018-08-04T09:36:25,2018-08-04T09:41:39
0,0,0,99,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2018-08-04T21:34:09,Other Open Flame Tools/Smokers' Articles,2018-08-04T21:50:53,43.72998549,-79.26703403,Improperly Discarded,Multi-Unit Dwelling - Over 12 Units,2018-08-04T21:25:26,2018-08-04T21:29:41
0,0,1000,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,Fire alarm system present,2018-08-04T21:36:39,Oven,2018-08-04T21:45:53,43.63858278,-79.42913565,"Other unintentional cause, not classified",Multi-Unit Dwelling - 7 to 12 Units,2018-08-04T21:29:08,2018-08-04T21:32:43
